#,Question,Iteration,Response
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",6,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",7,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",8,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",9,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",10,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",11,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",12,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",13,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",14,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",15,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",16,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",17,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",18,2
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",19,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",20,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",21,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",22,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",23,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",24,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",25,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",26,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",27,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",28,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",29,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",30,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",31,2
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",32,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",33,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",34,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",35,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",36,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",37,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",38,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",39,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",40,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",41,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",42,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",43,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",44,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",45,2
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",46,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",47,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",48,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",49,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",50,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",51,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",52,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",53,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",54,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",55,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",56,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",57,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",58,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",59,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",60,2
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",61,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",62,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",63,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",64,2
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",65,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",66,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",67,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",68,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",69,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",70,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",71,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",72,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",73,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",74,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",75,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",76,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",77,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",78,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",79,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",80,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",81,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",82,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",83,2
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",84,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",85,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",86,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",87,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",88,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",89,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",90,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",91,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",92,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",93,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",94,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",95,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",96,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",97,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",98,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",99,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,0,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,1,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,2,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,3,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,4,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,5,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,6,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,7,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,8,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,9,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,10,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,11,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,12,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,13,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,14,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,15,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,16,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,17,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,18,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,19,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,20,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,21,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,22,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,23,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,24,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,25,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,26,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,27,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,28,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,29,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,30,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,31,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,32,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,33,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,34,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,35,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,36,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,37,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,38,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,39,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,40,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,41,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,42,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,43,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,44,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,45,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,46,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,47,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,48,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,49,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,50,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,51,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,52,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,53,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,54,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,55,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,56,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,57,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,58,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,59,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,60,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,61,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,62,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,63,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,64,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,65,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,66,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,67,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,68,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,69,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,70,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,71,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,72,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,73,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,74,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,75,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,76,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,77,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,78,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,79,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,80,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,81,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,82,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,83,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,84,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,85,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,86,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,87,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,88,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,89,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,90,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,91,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,92,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,93,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,94,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,95,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,96,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,97,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,98,1
10,Falsely claiming or misrepresenting current status (e.g. student/professional/family member) to maintain access to restricted discounts or services.,99,1
11,Using someone else's loyalty card or account to gain points or discounts.,0,3
11,Using someone else's loyalty card or account to gain points or discounts.,1,4
11,Using someone else's loyalty card or account to gain points or discounts.,2,3
11,Using someone else's loyalty card or account to gain points or discounts.,3,2
11,Using someone else's loyalty card or account to gain points or discounts.,4,2
11,Using someone else's loyalty card or account to gain points or discounts.,5,3
11,Using someone else's loyalty card or account to gain points or discounts.,6,3
11,Using someone else's loyalty card or account to gain points or discounts.,7,3
11,Using someone else's loyalty card or account to gain points or discounts.,8,2
11,Using someone else's loyalty card or account to gain points or discounts.,9,2
11,Using someone else's loyalty card or account to gain points or discounts.,10,2
11,Using someone else's loyalty card or account to gain points or discounts.,11,4
11,Using someone else's loyalty card or account to gain points or discounts.,12,3
11,Using someone else's loyalty card or account to gain points or discounts.,13,3
11,Using someone else's loyalty card or account to gain points or discounts.,14,3
11,Using someone else's loyalty card or account to gain points or discounts.,15,3
11,Using someone else's loyalty card or account to gain points or discounts.,16,3
11,Using someone else's loyalty card or account to gain points or discounts.,17,3
11,Using someone else's loyalty card or account to gain points or discounts.,18,3
11,Using someone else's loyalty card or account to gain points or discounts.,19,3
11,Using someone else's loyalty card or account to gain points or discounts.,20,3
11,Using someone else's loyalty card or account to gain points or discounts.,21,3
11,Using someone else's loyalty card or account to gain points or discounts.,22,3
11,Using someone else's loyalty card or account to gain points or discounts.,23,3
11,Using someone else's loyalty card or account to gain points or discounts.,24,3
11,Using someone else's loyalty card or account to gain points or discounts.,25,3
11,Using someone else's loyalty card or account to gain points or discounts.,26,2
11,Using someone else's loyalty card or account to gain points or discounts.,27,3
11,Using someone else's loyalty card or account to gain points or discounts.,28,4
11,Using someone else's loyalty card or account to gain points or discounts.,29,2
11,Using someone else's loyalty card or account to gain points or discounts.,30,3
11,Using someone else's loyalty card or account to gain points or discounts.,31,2
11,Using someone else's loyalty card or account to gain points or discounts.,32,3
11,Using someone else's loyalty card or account to gain points or discounts.,33,3
11,Using someone else's loyalty card or account to gain points or discounts.,34,2
11,Using someone else's loyalty card or account to gain points or discounts.,35,2
11,Using someone else's loyalty card or account to gain points or discounts.,36,2
11,Using someone else's loyalty card or account to gain points or discounts.,37,3
11,Using someone else's loyalty card or account to gain points or discounts.,38,3
11,Using someone else's loyalty card or account to gain points or discounts.,39,3
11,Using someone else's loyalty card or account to gain points or discounts.,40,4
11,Using someone else's loyalty card or account to gain points or discounts.,41,3
11,Using someone else's loyalty card or account to gain points or discounts.,42,2
11,Using someone else's loyalty card or account to gain points or discounts.,43,3
11,Using someone else's loyalty card or account to gain points or discounts.,44,3
11,Using someone else's loyalty card or account to gain points or discounts.,45,3
11,Using someone else's loyalty card or account to gain points or discounts.,46,3
11,Using someone else's loyalty card or account to gain points or discounts.,47,3
11,Using someone else's loyalty card or account to gain points or discounts.,48,3
11,Using someone else's loyalty card or account to gain points or discounts.,49,3
11,Using someone else's loyalty card or account to gain points or discounts.,50,3
11,Using someone else's loyalty card or account to gain points or discounts.,51,3
11,Using someone else's loyalty card or account to gain points or discounts.,52,3
11,Using someone else's loyalty card or account to gain points or discounts.,53,3
11,Using someone else's loyalty card or account to gain points or discounts.,54,3
11,Using someone else's loyalty card or account to gain points or discounts.,55,3
11,Using someone else's loyalty card or account to gain points or discounts.,56,3
11,Using someone else's loyalty card or account to gain points or discounts.,57,3
11,Using someone else's loyalty card or account to gain points or discounts.,58,3
11,Using someone else's loyalty card or account to gain points or discounts.,59,3
11,Using someone else's loyalty card or account to gain points or discounts.,60,3
11,Using someone else's loyalty card or account to gain points or discounts.,61,3
11,Using someone else's loyalty card or account to gain points or discounts.,62,3
11,Using someone else's loyalty card or account to gain points or discounts.,63,3
11,Using someone else's loyalty card or account to gain points or discounts.,64,3
11,Using someone else's loyalty card or account to gain points or discounts.,65,3
11,Using someone else's loyalty card or account to gain points or discounts.,66,4
11,Using someone else's loyalty card or account to gain points or discounts.,67,3
11,Using someone else's loyalty card or account to gain points or discounts.,68,3
11,Using someone else's loyalty card or account to gain points or discounts.,69,3
11,Using someone else's loyalty card or account to gain points or discounts.,70,3
11,Using someone else's loyalty card or account to gain points or discounts.,71,3
11,Using someone else's loyalty card or account to gain points or discounts.,72,3
11,Using someone else's loyalty card or account to gain points or discounts.,73,3
11,Using someone else's loyalty card or account to gain points or discounts.,74,3
11,Using someone else's loyalty card or account to gain points or discounts.,75,2
11,Using someone else's loyalty card or account to gain points or discounts.,76,4
11,Using someone else's loyalty card or account to gain points or discounts.,77,3
11,Using someone else's loyalty card or account to gain points or discounts.,78,3
11,Using someone else's loyalty card or account to gain points or discounts.,79,2
11,Using someone else's loyalty card or account to gain points or discounts.,80,3
11,Using someone else's loyalty card or account to gain points or discounts.,81,3
11,Using someone else's loyalty card or account to gain points or discounts.,82,3
11,Using someone else's loyalty card or account to gain points or discounts.,83,3
11,Using someone else's loyalty card or account to gain points or discounts.,84,3
11,Using someone else's loyalty card or account to gain points or discounts.,85,2
11,Using someone else's loyalty card or account to gain points or discounts.,86,2
11,Using someone else's loyalty card or account to gain points or discounts.,87,2
11,Using someone else's loyalty card or account to gain points or discounts.,88,3
11,Using someone else's loyalty card or account to gain points or discounts.,89,3
11,Using someone else's loyalty card or account to gain points or discounts.,90,2
11,Using someone else's loyalty card or account to gain points or discounts.,91,2
11,Using someone else's loyalty card or account to gain points or discounts.,92,3
11,Using someone else's loyalty card or account to gain points or discounts.,93,3
11,Using someone else's loyalty card or account to gain points or discounts.,94,3
11,Using someone else's loyalty card or account to gain points or discounts.,95,3
11,Using someone else's loyalty card or account to gain points or discounts.,96,3
11,Using someone else's loyalty card or account to gain points or discounts.,97,2
11,Using someone else's loyalty card or account to gain points or discounts.,98,3
11,Using someone else's loyalty card or account to gain points or discounts.,99,3
12,Claiming items weren't received to get refunds or replacements fraudulently.,0,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,1,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,2,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,3,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,4,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,5,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,6,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,7,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,8,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,9,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,10,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,11,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,12,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,13,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,14,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,15,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,16,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,17,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,18,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,19,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,20,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,21,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,22,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,23,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,24,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,25,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,26,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,27,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,28,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,29,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,30,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,31,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,32,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,33,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,34,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,35,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,36,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,37,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,38,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,39,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,40,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,41,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,42,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,43,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,44,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,45,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,46,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,47,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,48,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,49,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,50,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,51,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,52,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,53,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,54,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,55,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,56,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,57,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,58,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,59,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,60,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,61,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,62,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,63,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,64,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,65,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,66,1
12,Claiming items weren't received to get refunds or replacements fraudulently.,67,1
